asin,Manufacturer,Processor Type,Hard Drive Size,Hard Disk Description,RAM Size,url
B0DC6KG6B6,Hp,Aures,128 GB,eMMC,8 GB,https://www.amazon.co.uk/HP-Stream-BrightView-N4120-Graphics/dp/B0DC6KG6B6/ref=sr_1_793?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-793
B0DC6JQVZH,Hp,Aures,128 GB,eMMC,8 GB,https://www.amazon.co.uk/HP-Stream-BrightView-N4120-Graphics/dp/B0DC6JQVZH/ref=sr_1_794?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-794
B0DC6H443L,Hp,Aures,128 GB,eMMC,8 GB,https://www.amazon.co.uk/HP-Stream-BrightView-N4120-Graphics/dp/B0DC6H443L/ref=sr_1_795?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-795
B0DC6H17CD,Hp,Aures,128 GB,eMMC,16 GB,https://www.amazon.co.uk/HP-Stream-BrightView-N4120-Graphics/dp/B0DC6H17CD/ref=sr_1_796?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-796
B0DBZWY9FZ,Lenovo,Core Ultra,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Powered-Touchscreen-LPDDR5X-Thunderbolt/dp/B0DBZWY9FZ/ref=sr_1_797?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-797
B0DBZ9YW5D,Lenovo,Aures,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Yoga-7i-Touchscreen-Fingerprint/dp/B0DBZ9YW5D/ref=sr_1_799?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-799
B0DBYLG4LZ,Lenovo,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Lenovo-Ultra-155U-WUXGA-Non-Touch/dp/B0DBYLG4LZ/ref=sr_1_801?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-801
B0DBV5B1CL,Autre,Aures,512 GB,SSD,32 GB,https://www.amazon.co.uk/OMSERVB-Windows-Fingerprint-Portable-Notebook/dp/B0DBV5B1CL/ref=sr_1_804?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-804
B0DBRHGGFY,Lg,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/LG-gram-15ZT90R-G-AX34U1-Notebook-Plane/dp/B0DBRHGGFY/ref=sr_1_805?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-805
B0DBRGLHWZ,Msi,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/MSI-Prestige-EVO-165Hz-Laptop/dp/B0DBRGLHWZ/ref=sr_1_806?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-806
B0DBQBX3T2,Hp,Aures,1 TB,SSD,16 GB,https://www.amazon.co.uk/HP-14-Computadoras-Microsoft-Windows/dp/B0DBQBX3T2/ref=sr_1_807?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-807
B0DBPHKCDD,Lenovo,Core i,1 TB,Autre,40 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Touchscreen-Fingerprint/dp/B0DBPHKCDD/ref=sr_1_808?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-808
B0DBNZKBMQ,Lenovo,Core i,1 TB,Autre,32 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Gen-Fingerprint/dp/B0DBNZKBMQ/ref=sr_1_809?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-809
B0DBNY1YC3,Lenovo,Core i,1 TB,Autre,40 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Business-Fingerprint/dp/B0DBNY1YC3/ref=sr_1_810?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-810
B0DBNQ226W,Lenovo,Ryzen,512 GB,Autre,16 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-i7-1165G7-Fingerprint/dp/B0DBNQ226W/ref=sr_1_811?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-811
B0DBN54N35,Lenovo,Core i,1 TB,Autre,16 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Anti-Glare-Fingerprint/dp/B0DBN54N35/ref=sr_1_812?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-812
B0DBJF6H7P,Dell,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Dell-%E2%80%8EInspiron-Touchscreen-i5-1155G7-Processor/dp/B0DBJF6H7P/ref=sr_1_813?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-813
B0DBHJKYX1,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Acer-Chromebook-Touchscreen-Laptop-Stylus/dp/B0DBHJKYX1/ref=sr_1_814?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-814
B0DB67J77H,Asus,Core i,2 TB,SSD,32 GB,https://www.amazon.co.uk/ASUS-Zephyrus-LPDDR5X-Backlit-Thunderbolt/dp/B0DB67J77H/ref=sr_1_816?dib=eyJ2IjoiMSJ9.KgpicYYK_-tI9LfjiwtJ0_OA8ITTqUQCmGr8hDVOv33FDa7znLUuilPG7sgxX4koIlqHHi9JpT1ec6rKc5DiVZBrlBWLxJCf6rXbTzHzaLfWYtktQQHqqOVsBJm4MBpoM_oyiL5-EBoKEzniMQcss_-GbRMA0_6JWHVGdDxbkJMj5S_eysQsC5hhcjDwCSbUy2iFX-YNSR8JYsY_L6i1wq-gq6aTzbKff7-5I0epSmgifPYoZVBgfPKwxBtHZ0_I_6bLPbAscX831on6EvyaS4WWewY37E2zFhLjWurpUUc.YVp_-JyKe3OdkU2Tj1JY1tIo-SkyL9ILEbMQNL1rwao&dib_tag=se&qid=1746427463&s=computers&sr=1-816
B0DB514YJ1,Lenovo,Ryzen,2 TB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Octa-Core-Fingerprint/dp/B0DB514YJ1/ref=sr_1_817?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-817
B0D9ZNF88Q,Acer,Core i,1 TB,SSD,64 GB,https://www.amazon.co.uk/Acer-Predator-i7-13650HX-GeForce-Version/dp/B0D9ZNF88Q/ref=sr_1_826?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-826
B0D9ZGSCXJ,Acer,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Acer-Predator-i7-13650HX-GeForce-Version/dp/B0D9ZGSCXJ/ref=sr_1_827?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-827
B0D9ZDZL8X,Acer,Core i,2 TB,SSD,32 GB,https://www.amazon.co.uk/Acer-Predator-i7-13650HX-GeForce-Version/dp/B0D9ZDZL8X/ref=sr_1_828?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-828
B0D9Y4PW3H,Asus,Aures,64 GB,SSD,4 GB,https://www.amazon.co.uk/ASUS-Celeron-Processor-Graphics-Bluetooth/dp/B0D9Y4PW3H/ref=sr_1_830?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-830
B0D9XMTG35,Lenovo,Aures,32 GB,SSD,4 GB,https://www.amazon.co.uk/Lenovo-Touchscreen-Chromebook-Processor-%E2%80%8EIntegrated/dp/B0D9XMTG35/ref=sr_1_833?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-833
B0D9RSY83G,Lenovo,Core i,1 TB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Processor-Microsoft-Earphones/dp/B0D9RSY83G/ref=sr_1_836?dib=eyJ2IjoiMSJ9.MF2jlHz9vNN0vzgWTpEUQDwfhJ3N-LG9IPXoW_KpVxwnPp_D6McugOW22p8XyvjQbhsc-GFvKUJs8lSRUri8thYT26MoSjncrMZkMkbL-uSSL9S28gTSSKTUf0OvXAqIUbMbZo-M5QZOaayAyWfuM9xLj-osE510K1XcMRcWYM0B5CmfuQOsZ26N-YhWlDoN8ssWZrYqmzS4ykHWYotSuKc4LOkeF3zsau9gjQ1HyZ6k93PI1ieRk_zFGS2AWzMg3OkjgvX9-HULm1UO_b07h8ZUxcbg7qOnlZwnbwYm67U.bHQDqZGLyUHWsr0O1mFhjrttXGo0iLeOt3OIunTT21k&dib_tag=se&qid=1746427468&s=computers&sr=1-836
B0D9NHYR82,Hp,Aures,64 GB,eMMC,4 GB,https://www.amazon.co.uk/HP-Chromebook-14-Business-Students/dp/B0D9NHYR82/ref=sr_1_841?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-841
B0D9LT5LJZ,Hp,Aures,128 GB,SSD,16 GB,https://www.amazon.co.uk/HP-Processor-Storage-Docking-Graphics/dp/B0D9LT5LJZ/ref=sr_1_842?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-842
B0D9LLY1KM,Asus,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Vivobook-Anti-Glare-i3-1215U-Bluetooth/dp/B0D9LLY1KM/ref=sr_1_844?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-844
