asin,Manufacturer,Processor Type,Hard Drive Size,Hard Disk Description,RAM Size,url
B0D9LL76TM,Asus,Core i,1 TB,SSD,40 GB,https://www.amazon.co.uk/ASUS-Vivobook-Anti-Glare-i3-1215U-Bluetooth/dp/B0D9LL76TM/ref=sr_1_845?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-845
B0D9J41SR2,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Anti-Glare-Intel-Processor-Bluetooth/dp/B0D9J41SR2/ref=sr_1_846?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-846
B0D9J237MF,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Acer-Touchscreen-Display-i3-N305-Version/dp/B0D9J237MF/ref=sr_1_847?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-847
B0D9DYQMYL,Lenovo,Core i,512 GB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Microsoft-AI-Powered-Fingerprint/dp/B0D9DYQMYL/ref=sr_1_849?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-849
B0D9CQ1NXH,Lenovo,Ryzen,1 TB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Hexa-Core-Fingerprint/dp/B0D9CQ1NXH/ref=sr_1_850?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-850
B0D9CP1MNF,Lenovo,Ryzen,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-E16-Octa-Core-Fingerprint/dp/B0D9CP1MNF/ref=sr_1_851?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-851
B0D9CBDFJS,Lenovo,Core i,2 TB,SSD,24 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Business-Student-i5-1235U/dp/B0D9CBDFJS/ref=sr_1_852?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-852
B0D9C9YZ3J,Lenovo,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Business-Student-i5-1235U/dp/B0D9C9YZ3J/ref=sr_1_853?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-853
B0D9BN3CYB,Asus,Core i,4 TB,SSD,40 GB,https://www.amazon.co.uk/ASUS-Business-Vivobook-Touchscreen-i9-13900H/dp/B0D9BN3CYB/ref=sr_1_854?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-854
B0D98TFQGJ,Autre,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-840-G11-Notebook/dp/B0D98TFQGJ/ref=sr_1_855?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-855
B0D97ZC61Y,Acer,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Aspire-Convertible-Touchscreen-i3-N305-Windows/dp/B0D97ZC61Y/ref=sr_1_856?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-856
B0D9746BH8,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/acer-Chromebook-Touchscreen-Graphics-Bluetooth/dp/B0D9746BH8/ref=sr_1_857?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-857
B0D96V6FYQ,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/acer-Student-Business-Touchscreen-i5-13420H/dp/B0D96V6FYQ/ref=sr_1_859?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-859
B0D953Q3KT,Acer,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/acer-i7-13620H-GeForce-Backlit-Expander/dp/B0D953Q3KT/ref=sr_1_860?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-860
B0D937GWLP,Autre,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-840-G11-Notebook/dp/B0D937GWLP/ref=sr_1_861?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-861
B0D8R5VX4V,Asus,Aures,128 GB,SSD,4 GB,https://www.amazon.co.uk/ASUS-Business-Student-Display-NumberPad/dp/B0D8R5VX4V/ref=sr_1_864?dib=eyJ2IjoiMSJ9.wJqzeVpVqicqXaVe03De8SyOvtB3Rq6caVqpoQKYos4X57KdRARbnjnKUTWJErwG1z3mIo7fCbUx0tEP9aHFjzuV8lWJsgcRVBXYH_jTXeZMBfMW61Hd-KDrHGggGDZgR1G99dnU6MhBfPAVutB6uxzXWsMpR-bduZSZP4G9z10TcsdGEzeiIZhfPaWRr2W5lMA7fyg2y1g4DRc2VhisI6KYRhmk03HtrHJpmjXE_2s4y4z_4XKEhe_uBVyzA01zVst1-Mq_4lfwstPPNLq-tBCCZovip2gUTI2hKjHtkqo.QTpsph7KhRS0ViHtH9-73muYKeIoEikySJxRAStrjGM&dib_tag=se&qid=1746427473&s=computers&sr=1-864
B0D8P3QDFJ,Autre,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-840-G11-Notebook/dp/B0D8P3QDFJ/ref=sr_1_867?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-867
B0D8NQYWNH,Lenovo,Core i,1024 GB,SSD,24 GB,https://www.amazon.co.uk/Lenovo-Touchscreen-Business-Bluetooth-Accessories/dp/B0D8NQYWNH/ref=sr_1_868?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-868
B0D8NMHP1Z,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/acer-Chromebook-Touchscreen-Laptop-Google/dp/B0D8NMHP1Z/ref=sr_1_869?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-869
B0D8LLW5K4,Autre,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-860-G11-Notebook/dp/B0D8LLW5K4/ref=sr_1_870?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-870
B0D8LKB3NQ,Autre,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-860-G11-Notebook/dp/B0D8LKB3NQ/ref=sr_1_871?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-871
B0D8L7CVQC,Autre,Aures,512 GB,SSD,32 GB,https://www.amazon.co.uk/HP-EliteBook-840-G11-Notebook/dp/B0D8L7CVQC/ref=sr_1_872?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-872
B0D8K26S9B,Asus,Aures,512 GB,SSD,8 GB,https://www.amazon.co.uk/ASUS-Zenbook-Touchscreen-Display-14-Cores/dp/B0D8K26S9B/ref=sr_1_875?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-875
B0D8JQ9B5R,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Business-Microsoft-Lifetime-Touchscreen/dp/B0D8JQ9B5R/ref=sr_1_877?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-877
B0D8D6SDDK,Asus,Aures,64 GB,SSD,4 GB,https://www.amazon.co.uk/ASUS-Chromebook-Anti-Glare-MediaTek-Bluetooth/dp/B0D8D6SDDK/ref=sr_1_878?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-878
B0D8CZ6JXZ,Lenovo,Aures,1 TB,SSD,32 GB,https://www.amazon.co.uk/Lenovo-V15-Business-Processor-Durability/dp/B0D8CZ6JXZ/ref=sr_1_879?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-879
B0D8BZWSC2,Lenovo,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-V15-Business-Traditional-i5-1235U/dp/B0D8BZWSC2/ref=sr_1_880?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-880
B0D8BZD3F5,Lenovo,Core i,1 TB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-V15-Business-Traditional-i5-1235U/dp/B0D8BZD3F5/ref=sr_1_881?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-881
B0D88J21WX,Lenovo,Core i,1 TB,SSD,24 GB,https://www.amazon.co.uk/Lenovo-Ideapad-TouchScreen-Display-i3-1215U/dp/B0D88J21WX/ref=sr_1_883?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-883
B0D885ZTV4,Lenovo,Core i,1 TB,SSD,40 GB,https://www.amazon.co.uk/Lenovo-Ideapad-TouchScreen-Display-i3-1215U/dp/B0D885ZTV4/ref=sr_1_884?dib=eyJ2IjoiMSJ9.Irv7VlmI3vXcJIDI6DiTYNi6zpPOVdZo2Svf_2TNKzHntueh5BUyuOhdswkZUxgPvyg-_yi8xOM8kXjjIUmPYkEQIN-ccYTRzmCKV_TEXE9tVZwlPj1w7rxgiOuSP_AHg28jOU7UVw2IlX54__qsNSB923KAjLH1CWiEn2L3xif9-pj19HCw4crCFY7vN9OSdT-JVAwCrSUU4x4eeWlQgRL3MNzO9MDtms-WIsB1SvaO1osAVNBJF-K8W7KCvkOPOpAiPXtPIIGzALc-DyWnjxPqvbaUXempAxUJXtFn1ZQ.xiPvlYd3mi7DotAZtldW7juB53npDNbK7lYt0BqbcZ0&dib_tag=se&qid=1746427477&s=computers&sr=1-884
